 # Tamanho da Entrada: Quantidade de Operações:

1999			20

3999			22

5999			24

7999			24

9999			26

11999			26

13999			26

15999			26

17999			28

19999			28

21999			28

23999			28

25999			28

27999			28

29999			28

31999			28

33999			30

35999			30

37999			30

39999			30

