 # Tamanho da Entrada: Quantidade de Operações:

1999			1999000

3999			7998000

5999			17997000

7999			31996000

9999			49995000

11999			71994000

13999			97993000

15999			127992000

17999			161991000

19999			199990000

21999			241989000

23999			287988000

25999			337987000

27999			391986000

29999			449985000

31999			511984000

33999			577983000

35999			647982000

37999			721981000

39999			799980000

