 # Tamanho da Entrada: Quantidade de Operações:

2000			1970182

4000			7934366

6000			17896534

8000			31856734

10000			49816774

12000			71775070

14000			97733126

16000			127689470

18000			161647126

20000			199603550

22000			241559558

24000			287514142

26000			337469606

28000			391424254

30000			449378262

32000			511330942

34000			577285446

36000			647240254

38000			721194230

40000			799147102

