 # Tamanho da Entrada: Quantidade de Operações:

2000			11

4000			12

6000			13

8000			13

10000			14

12000			14

14000			14

16000			14

18000			14

20000			14

22000			15

24000			14

26000			15

28000			15

30000			15

32000			15

34000			15

36000			15

38000			15

40000			16

